"Rk","Player","Nation","Pos","Squad","Comp","Age","Born","MP","Starts","Min","X90s","Goals","Shots","SoT","SoT.","G.Sh","G.SoT","ShoDist","ShoFK","ShoPK","PKatt","PasTotCmp","PasTotAtt","PasTotCmp.","PasTotDist","PasTotPrgDist","PasShoCmp","PasShoAtt","PasShoCmp.","PasMedCmp","PasMedAtt","PasMedCmp.","PasLonCmp","PasLonAtt","PasLonCmp.","Assists","PasAss","Pas3rd","PPA","CrsPA","PasProg","PasAtt","PasLive","PasDead","PasFK","TB","PasPress","Sw","PasCrs","CK","CkIn","CkOut","CkStr","PasGround","PasLow","PasHigh","PaswLeft","PaswRight","PaswHead","TI","PaswOther","PasCmp","PasOff","PasOut","PasInt","PasBlocks","SCA","ScaPassLive","ScaPassDead","ScaDrib","ScaSh","ScaFld","ScaDef","GCA","GcaPassLive","GcaPassDead","GcaDrib","GcaSh","GcaFld","GcaDef","Tkl","TklWon","TklDef3rd","TklMid3rd","TklAtt3rd","TklDri","TklDriAtt","TklDri.","TklDriPast","Press","PresSucc","Press.","PresDef3rd","PresMid3rd","PresAtt3rd","Blocks","BlkSh","BlkShSv","BlkPass","Int","Tkl.Int","Clr","Err","Touches","TouDefPen","TouDef3rd","TouMid3rd","TouAtt3rd","TouAttPen","TouLive","DriSucc","DriAtt","DriSucc.","DriPast","DriMegs","Carries","CarTotDist","CarPrgDist","CarProg","Car3rd","CPA","CarMis","CarDis","RecTarg","Rec","Rec.","RecProg","CrdY","CrdR","X2CrdY","Fls","Fld","Off","Crs","TklW","PKwon","PKcon","OG","Recov","AerWon","AerLost","AerWon.","sofifa_id","player_url","short_name","player_positions","overall","potential","value_eur","wage_eur","age","dob","height_cm","weight_kg","club_team_id","club_name","league_name","league_level","club_position","club_jersey_number","club_loaned_from","club_joined","club_contract_valid_until","nationality_id","nationality_name","nation_team_id","nation_position","nation_jersey_number","preferred_foot","weak_foot","skill_moves","international_reputation","work_rate","body_type","real_face","release_clause_eur","player_tags","player_traits","pace","shooting","passing","dribbling","defending","physic","attacking_crossing","attacking_finishing","attacking_heading_accuracy","attacking_short_passing","attacking_volleys","skill_dribbling","skill_curve","skill_fk_accuracy","skill_long_passing","skill_ball_control","movement_acceleration","movement_sprint_speed","movement_agility","movement_reactions","movement_balance","power_shot_power","power_jumping","power_stamina","power_strength","power_long_shots","mentality_aggression","mentality_interceptions","mentality_positioning","mentality_vision","mentality_penalties","mentality_composure","defending_marking_awareness","defending_standing_tackle","defending_sliding_tackle","goalkeeping_diving","goalkeeping_handling","goalkeeping_kicking","goalkeeping_positioning","goalkeeping_reflexes","goalkeeping_speed","ls","st","rs","lw","lf","cf","rf","rw","lam","cam","ram","lm","lcm","cm","rcm","rm","lwb","ldm","cdm","rdm","rwb","lb","lcb","cb","rcb","rb","gk","player_face_url","club_logo_url","club_flag_url","nation_logo_url","nation_flag_url"
1507,"Clément Lenglet","FRA","DF","Barcelona","La Liga",26,1995,21,7,826,9.2,0,0.22,0.11,50,0,0,9.5,0,0,0,80.4,88.6,90.8,1732.1,568.2,22.6,24.3,92.9,42.3,43.4,97.5,15,19.2,78,0.11,0.22,7.5,0.33,0,7.39,88.6,86.8,1.74,1.2,0.11,6.85,2.93,0,0,0,0,0,72.8,5.54,10.2,73.6,9.24,3.26,0.54,0,80.4,0.11,0.54,2.07,0.87,0.65,0.65,0,0,0,0,0,0.22,0.22,0,0,0,0,0,1.96,1.41,1.3,0.54,0.11,0.65,0.98,66.7,0.33,12.4,5.54,44.7,5.76,6.09,0.54,1.3,0.33,0,0.98,1.63,3.59,2.07,0,96.1,8.91,37.9,61.4,4.78,0.54,94.3,0.11,0.33,33.3,0.11,0,72.3,451.2,304.5,10.5,1.2,0,0.11,0,75.3,74.5,98.8,0.22,0.43,0,0,2.17,0.54,0,0,1.41,0,0.11,0,10.5,2.39,3.04,44,220440,"https://sofifa.com/player/220440/clement-lenglet/220002","C. Lenglet","CB",82,86,37500000,145000,26,1995-06-17,186,81,241,"FC Barcelona","Spain Primera Division",1,"SUB",15,NA,2018-07-12,2026,18,"France",1335,"SUB",21,"Left",4,2,2,"Medium/High","Unique","Yes",79700000,NA,"Power Header",72,45,67,66,83,79,55,39,81,78,37,57,59,31,74,76,73,71,61,81,58,58,84,75,80,46,79,85,54,66,49,82,84,82,80,10,10,9,12,7,NA,"63+2","63+2","63+2","63",64,64,64,"63","66+2","66+2","66+2","66+2","71+2","71+2","71+2","66+2","75+2","79+2","79+2","79+2","75+2","77+2","81+2","81+2","81+2","77+2","18+2","https://cdn.sofifa.net/players/220/440/22_120.png","https://cdn.sofifa.net/teams/241/60.png","https://cdn.sofifa.net/flags/es.png","https://cdn.sofifa.net/teams/1335/60.png","https://cdn.sofifa.net/flags/fr.png"
1512,"Alexandre Letellier","FRA","GK","Paris S-G","Ligue 1",31,1990,1,0,8,0.1,0,0,0,0,0,0,0,0,0,0,30,30,100,550,350,10,10,100,20,20,100,0,0,0,0,0,0,0,0,0,30,20,10,0,0,0,0,0,0,0,0,0,30,0,0,0,30,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,30,30,0,0,0,20,0,0,0,0,0,20,70,60,0,0,0,0,0,20,20,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,199574,"https://sofifa.com/player/199574/alexandre-letellier/220002","A. Letellier","GK",69,70,1e+06,21000,30,1990-12-11,193,93,73,"Paris Saint-Germain","French Ligue 1",1,"RES",60,NA,2020-09-27,2022,18,"France",NA,NA,NA,"Right",2,1,2,"Medium/Medium","Normal (185+)","No",1900000,NA,"Comes For Crosses",NA,NA,NA,NA,NA,NA,13,10,11,28,13,11,19,13,23,16,37,39,32,67,20,47,57,31,72,14,25,24,14,22,20,51,15,13,11,68,67,62,67,72,38,"26+2","26+2","26+2","22",24,24,24,"22","23+2","23+2","23+2","24+2","24+2","24+2","24+2","24+2","25+2","26+2","26+2","26+2","25+2","24+2","26+2","26+2","26+2","24+2","68+2","https://cdn.sofifa.net/players/199/574/22_120.png","https://cdn.sofifa.net/teams/73/60.png","https://cdn.sofifa.net/flags/fr.png",NA,"https://cdn.sofifa.net/flags/fr.png"
1513,"Robert Lewandowski","POL","FW","Bayern Munich","Bundesliga",33,1988,34,34,2946,32.7,1.07,4.8,2.35,49,0.19,0.39,12.6,0.09,0.15,0.15,18,23.5,76.6,255.9,51.1,11.4,13.9,82.2,4.89,6.27,78,0.95,1.62,58.5,0.09,1.22,1.28,0.95,0.09,1.71,23.5,22.5,1.01,0.18,0.12,6.45,0.31,0.89,0,0,0,0,17.5,3.43,2.63,3.12,17.9,0.89,0.03,0.43,18,0.06,0.4,1.07,1.16,3.18,2.05,0.03,0.4,0.37,0.28,0.06,0.46,0.31,0,0.03,0.09,0.03,0,0.34,0.24,0.03,0.12,0.18,0.09,0.34,27.3,0.24,9.79,3.21,32.8,0.31,2.97,6.51,0.73,0.12,0,0.61,0.37,0.7,0.24,0,36.7,0.49,1.65,14.9,21.9,8.35,35.6,1.04,1.99,52.3,1.13,0.15,25.3,109,47.2,2.94,0.73,0.76,2.57,1.8,45,28.4,63,9.2,0.06,0,0,0.76,1.35,0.61,0.89,0.24,0.03,0,0,4.53,2.14,2.23,49,188545,"https://sofifa.com/player/188545/robert-lewandowski/220002","Robert Lewandowski","FW",92,92,119500000,270000,32,1988-08-21,185,81,21,"FC Bayern München","German 1. Bundesliga",1,"ST",9,NA,2014-07-01,2023,37,"Poland",1353,"RS",9,"Right",4,4,5,"High/Medium","Unique","Yes",197200000,"#Aerial Threat, #Distance Shooter, #Clinical Finisher, #Complete Forward","Solid Player, Finesse Shot, Outside Foot Shot, Chip Shot (AI)",78,92,79,86,44,82,71,95,90,85,89,85,79,85,70,88,77,79,77,93,82,90,85,76,86,87,81,49,95,81,90,88,35,42,19,15,6,12,8,10,NA,"90+2","90+2","90+2","85",88,88,88,"85","86+3","86+3","86+3","84+3","80+3","80+3","80+3","84+3","64+3","66+3","66+3","66+3","64+3","61+3","60+3","60+3","60+3","61+3","19+3","https://cdn.sofifa.net/players/188/545/22_120.png","https://cdn.sofifa.net/teams/21/60.png","https://cdn.sofifa.net/flags/de.png","https://cdn.sofifa.net/teams/1353/60.png","https://cdn.sofifa.net/flags/pl.png"
1521,"Matthijs de Ligt","NED","DF","Juventus","Serie A",22,1999,31,29,2674,29.7,0.1,0.67,0.34,50,0.15,0.3,12.7,0,0,0,50.4,56,89.9,1111.8,311.6,12.9,13.9,92.7,27.7,29.4,94.3,9.36,12.1,77.4,0.03,0.27,2.46,0.13,0.03,1.72,56,54.1,1.95,1.25,0,4.78,1.28,0.17,0,0,0,0,45.4,3.6,7.04,12,39.4,1.82,0.37,0.3,50.4,0.1,0.54,0.67,0.24,0.64,0.44,0,0,0.07,0.03,0.1,0.03,0.03,0,0,0,0,0,1.28,0.77,0.74,0.51,0.03,0.4,0.61,66.7,0.2,8.52,3.5,41.1,4.31,3.7,0.51,1.62,0.81,0,0.81,1.41,2.69,4.38,0,65.4,10.6,32.8,33.3,3.47,1.31,63.4,0.07,0.17,40,0.1,0,42.6,211.1,95.2,2.79,0.57,0,0.2,0.03,46,45.4,98.8,0.13,0.13,0.03,0.03,1.08,0.57,0.07,0.17,0.77,0,0,0,8.35,3.67,1.72,68.1,235243,"https://sofifa.com/player/235243/matthijs-de-ligt/220002","M. de Ligt","CB",85,90,7.5e+07,81000,21,1999-08-12,189,89,45,"Juventus","Italian Serie A",1,"LCB",4,NA,2019-07-18,2024,34,"Netherlands",105035,"SUB",3,"Right",3,2,3,"Medium/High","Unique","Yes",129400000,"#Strength","Solid Player, Power Header",73,59,60,69,84,87,52,50,85,75,45,65,48,55,63,73,71,75,60,84,62,82,93,75,93,66,83,81,44,45,40,82,84,85,85,12,11,11,12,10,NA,"68+3","68+3","68+3","64",65,65,65,"64","64+3","64+3","64+3","65+3","67+3","67+3","67+3","65+3","75+3","78+3","78+3","78+3","75+3","78+3","84+3","84+3","84+3","78+3","19+3","https://cdn.sofifa.net/players/235/243/22_120.png","https://cdn.sofifa.net/teams/45/60.png","https://cdn.sofifa.net/flags/it.png","https://cdn.sofifa.net/teams/105035/60.png","https://cdn.sofifa.net/flags/nl.png"
1525,"Victor Lindelöf","SWE","DF","Manchester Utd","Premier League",27,1994,28,26,2355,26.2,0,0.15,0.08,50,0,0,6.9,0,0,0,44.4,49.4,89.9,938.9,273.4,13.1,14,93.5,23.9,25.3,94.4,6.95,9.2,75.5,0.08,0.11,2.79,0.31,0,2.25,49.4,48.3,1.11,0.92,0.19,5.8,1.37,0,0,0,0,0,39.6,4.24,5.61,6.6,38.9,2.37,0.19,0.23,44.4,0.11,0.34,0.65,0.46,0.38,0.38,0,0,0,0,0,0.11,0.11,0,0,0,0,0,0.73,0.38,0.34,0.34,0.04,0.34,0.61,56.3,0.27,5.92,2.21,37.4,2.86,2.79,0.27,1.6,0.76,0,0.84,1.95,2.67,4.58,0.04,58.4,9.89,34.4,25.4,2.33,0.53,57.3,0,0.04,0,0,0,34.7,224.2,116.6,2.79,0.57,0.04,0.15,0.11,38.4,37.7,98.3,0.08,0.15,0,0,0.92,0.31,0.08,0,0.38,0,0,0,9.62,2.4,1.22,66.3,221660,"https://sofifa.com/player/221660/victor-lindelof/220002","V. Lindelöf","CB",80,82,2.3e+07,105000,26,1994-07-17,187,80,11,"Manchester United","English Premier League",1,"SUB",2,NA,2017-07-01,2024,46,"Sweden",1363,"RCB",3,"Right",4,3,2,"Medium/High","Lean (185+)","Yes",44300000,NA,NA,63,51,73,72,81,78,62,42,76,79,38,70,64,59,80,77,61,65,62,83,60,72,77,77,76,52,83,82,51,72,54,83,82,81,78,12,16,8,7,9,NA,"64+2","64+2","64+2","66",66,66,66,"66","69+2","69+2","69+2","69+2","74+2","74+2","74+2","69+2","76+2","80+2","80+2","80+2","76+2","76+2","80+2","80+2","80+2","76+2","19+2","https://cdn.sofifa.net/players/221/660/22_120.png","https://cdn.sofifa.net/teams/11/60.png","https://cdn.sofifa.net/flags/gb-eng.png","https://cdn.sofifa.net/teams/1363/60.png","https://cdn.sofifa.net/flags/se.png"
1528,"Jesse Lingard","ENG","FWMF","Manchester Utd","Premier League",29,1992,16,2,367,4.1,0.49,1.95,1.46,75,0.25,0.33,17.7,0,0,0,32.2,37.8,85.2,456.6,117.3,18,19.3,93.7,9.76,12,81.6,1.95,3.17,61.5,0,1.95,3.66,0.73,0,2.2,37.8,37.1,0.73,0,0,3.41,0.24,1.95,0,0,0,0,31.5,3.9,2.44,3.66,32.9,0.73,0.24,0.24,32.2,0,0.49,0.73,0.24,3.66,2.93,0,0,0.49,0.24,0,0.24,0,0,0,0.24,0,0,2.68,1.46,0.73,1.46,0.49,0.49,0.73,66.7,0.24,26.8,6.83,25.5,4.88,11,11,0.73,0,0,0.73,0.98,3.66,0.24,0,49.5,0.49,4.15,23.7,23.7,2.93,48.8,0.49,2.2,22.2,0.98,0.24,34.4,155.4,93.2,4.15,1.46,0.24,2.2,1.46,52,37.6,72.3,4.88,0.24,0,0,1.46,1.22,0.24,1.95,1.46,0,0,0,6.34,0,0.24,0,207494,"https://sofifa.com/player/207494/jesse-lingard/220002","J. Lingard","CAM",79,79,17500000,115000,28,1992-12-15,175,60,11,"Manchester United","English Premier League",1,"SUB",14,NA,2011-07-01,2022,14,"England",NA,NA,NA,"Right",3,4,2,"High/Medium","Lean (170-185)","Yes",32400000,NA,"Long Shot Taker (AI), Technical Dribbler (AI)",76,79,75,80,58,68,74,78,67,78,76,80,79,68,65,80,78,75,83,81,84,79,65,79,60,81,74,54,83,79,70,77,63,57,49,14,10,8,13,9,NA,"77+2","77+2","77+2","79",79,79,79,"79","79","79","79","78+1","75+2","75+2","75+2","78+1","69+2","68+2","68+2","68+2","69+2","67+2","63+2","63+2","63+2","67+2","19+2","https://cdn.sofifa.net/players/207/494/22_120.png","https://cdn.sofifa.net/teams/11/60.png","https://cdn.sofifa.net/flags/gb-eng.png",NA,"https://cdn.sofifa.net/flags/gb-eng.png"
1542,"Manuel Locatelli","ITA","MF","Juventus","Serie A",24,1998,31,23,2160,24,0.13,0.88,0.13,14.3,0.14,1,18.1,0,0,0,51.6,60.1,85.9,1065.8,326.1,19,21.3,89.3,23.3,25.8,90.1,8.79,11.9,74,0.13,0.92,5.29,1.13,0.04,5.13,60.1,57.3,2.79,2.5,0.29,7.46,2.63,0.33,0.08,0.04,0.04,0,45.6,4.58,9.92,12.5,45.5,1,0.13,0.13,51.6,0.21,1.04,1.67,0.71,2.38,2.17,0,0.04,0.13,0,0.04,0.38,0.33,0,0,0.04,0,0,1.92,1.29,0.88,0.71,0.33,0.46,1.54,29.7,1.08,15.1,4.46,29.5,5.67,7.75,1.71,2.21,0.96,0.04,1.25,1.58,3.5,1.75,0,70.8,4.21,20.3,41.5,12.1,1.17,68.2,0.67,0.83,80,0.67,0.08,47.4,169,72.8,2.46,0.96,0.17,0.67,0.88,52.8,50.1,94.9,1.5,0.25,0,0,1.75,1.21,0.08,0.33,1.29,0,0,0,9.21,1.46,1.08,57.4,222077,"https://sofifa.com/player/222077/manuel-locatelli/220002","M. Locatelli","CDM, CM",82,87,4.2e+07,74000,23,1998-01-08,185,75,45,"Juventus","Italian Serie A",1,"RDM",27,NA,2021-08-19,2023,27,"Italy",1343,"SUB",5,"Right",4,3,2,"Medium/High","Lean (185+)","No",72500000,NA,"Long Shot Taker (AI), Playmaker (AI)",61,72,79,77,79,79,70,69,68,85,64,78,68,64,83,80,62,60,69,83,60,77,65,89,78,80,72,79,73,82,60,77,80,82,74,11,12,11,10,15,NA,"74+2","74+2","74+2","75",76,76,76,"75","78+2","78+2","78+2","77+2","82+2","82+2","82+2","77+2","78+2","81+2","81+2","81+2","78+2","77+2","77+2","77+2","77+2","77+2","20+2","https://cdn.sofifa.net/players/222/077/22_120.png","https://cdn.sofifa.net/teams/45/60.png","https://cdn.sofifa.net/flags/it.png","https://cdn.sofifa.net/teams/1343/60.png","https://cdn.sofifa.net/flags/it.png"
1545,"Ruben Loftus-Cheek","ENG","MFDF","Chelsea","Premier League",26,1996,24,13,1394,15.5,0,1.23,0.39,31.6,0,0,17.4,0,0,0,56.6,62.5,90.6,970.3,199.5,25.9,27.7,93.5,25.3,27.7,91.4,4.39,5.23,84,0.13,1.03,4.58,1.29,0,5.1,62.5,60.6,1.87,0.9,0.19,9.87,0.77,0.65,0,0,0,0,51.7,6.45,4.26,4.77,52.9,1.74,0.9,0.13,56.6,0.06,0.45,1.29,0.45,3.35,2.52,0,0.19,0.26,0.19,0.19,0.45,0.26,0,0,0.13,0,0.06,2,1.29,1.1,0.65,0.26,0.32,1.03,31.3,0.71,16.2,5.42,33.5,5.23,8,2.97,1.35,0.39,0,0.97,0.97,2.97,1.42,0,76.4,1.48,12.9,47.2,22.9,2.71,75.2,2.26,3.42,66,2.39,0.19,58.6,309.5,197.9,8.45,3.16,0.52,1.42,2.45,63.1,57.9,91.7,2.97,0.06,0,0,1.55,3.29,0.13,0.65,1.29,0,0,0,10.1,2.65,0.77,77.4,213666,"https://sofifa.com/player/213666/ruben-loftus-cheek/220002","R. Loftus-Cheek","RM, CAM",75,78,7500000,74000,25,1996-01-23,191,88,5,"Chelsea","English Premier League",1,"SUB",12,NA,2013-06-03,2024,14,"England",NA,NA,NA,"Right",3,4,1,"Medium/Low","Stocky (185+)","Yes",14400000,NA,"Injury Prone, Playmaker (AI), Outside Foot Shot",65,67,73,77,59,75,66,66,58,79,54,80,60,57,76,79,62,68,67,68,65,76,59,68,81,68,73,59,80,75,45,77,54,64,59,11,7,12,15,13,NA,"72+2","72+2","72+2","73",74,74,74,"73","75+2","75+2","75+2","74+2","74+2","74+2","74+2","74+2","67+2","69+2","69+2","69+2","67+2","65+2","65+2","65+2","65+2","65+2","18+2","https://cdn.sofifa.net/players/213/666/22_120.png","https://cdn.sofifa.net/teams/5/60.png","https://cdn.sofifa.net/flags/gb-eng.png",NA,"https://cdn.sofifa.net/flags/gb-eng.png"
1579,"Romelu Lukaku","BEL","FW","Chelsea","Premier League",29,1993,26,16,1589,17.7,0.45,2.37,0.73,31,0.17,0.54,13.1,0.06,0.06,0.06,13.2,18.1,73.1,169.1,24.3,8.53,10.5,81.6,3.16,4.63,68.3,0.56,0.96,58.8,0,1.19,0.4,0.51,0,0.9,18.1,16.6,1.53,0,0.28,6.72,0.11,0.51,0,0,0,0,12.2,3.5,2.37,9.77,4.97,0.68,0,0.85,13.2,0.11,0.11,1.36,0.73,2.49,1.69,0,0.23,0.11,0.34,0.11,0.28,0,0,0.06,0,0.17,0.06,0.28,0.17,0,0.11,0.17,0.11,0.28,40,0.17,10.7,3.11,28.9,0.34,3.56,6.84,0.56,0.17,0,0.4,0.06,0.34,1.19,0,28.5,1.19,1.81,12.6,15.6,5.99,26.9,0.85,1.64,51.7,1.07,0.06,16.8,71.4,42.9,2.37,0.68,1.3,2.15,1.58,43.9,21,47.7,8.42,0.06,0,0,0.45,0.79,0.79,0.51,0.17,0.17,0,0,2.77,2.71,2.82,49,192505,"https://sofifa.com/player/192505/romelu-lukaku/220002","R. Lukaku","ST",88,88,93500000,260000,28,1993-05-13,191,94,5,"Chelsea","English Premier League",1,"ST",9,NA,2021-08-12,2026,7,"Belgium",1325,"ST",9,"Left",4,3,4,"Medium/Medium","Unique","Yes",1.73e+08,"#Poacher, #Strength, #Complete Forward","Speed Dribbler (AI), Power Header, Team Player",84,87,74,78,39,83,73,92,89,77,78,83,78,66,70,77,81,87,60,91,52,89,76,71,95,74,71,27,89,75,88,86,30,41,30,8,15,14,7,10,NA,"87+1","87+1","87+1","81",84,84,84,"81","80+3","80+3","80+3","80+3","74+3","74+3","74+3","80+3","61+3","59+3","59+3","59+3","61+3","58+3","57+3","57+3","57+3","58+3","19+3","https://cdn.sofifa.net/players/192/505/22_120.png","https://cdn.sofifa.net/teams/5/60.png","https://cdn.sofifa.net/flags/gb-eng.png","https://cdn.sofifa.net/teams/1325/60.png","https://cdn.sofifa.net/flags/be.png"
1585,"Andriy Lunin","UKR","GK","Real Madrid","La Liga",23,1999,2,2,180,2,0,0,0,0,0,0,0,0,0,0,36,41,87.8,841.5,384.5,9,9,100,19,20,95,8,12,66.7,0,0,0,0,0,0,41,26,15,2.5,0,5.5,1.5,0,0,0,0,0,32.5,1,7.5,4,30,0,0,6.5,36,0,1,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0.5,0,0,0,0,0,0,0,0,0,0,44.5,42.5,44.5,0,0,0,29.5,0,0,0,0,0,19.5,59,34,0,0,0,0,0,20.5,20.5,100,0,0,0,0,0.5,0,0,0,0,0,0.5,0,3,0,0,0,243952,"https://sofifa.com/player/243952/andriy-lunin/220002","A. Lunin","GK",74,85,8e+06,59000,22,1999-02-11,192,87,243,"Real Madrid CF","Spain Primera Division",1,"SUB",13,NA,2018-07-02,2024,49,"Ukraine",NA,NA,NA,"Right",3,1,1,"Medium/Medium","Lean (185+)","No",1.8e+07,NA,"Rushes Out Of Goal, Saves with Feet",NA,NA,NA,NA,NA,NA,15,8,12,25,12,11,14,15,26,15,39,35,36,74,25,55,56,32,61,7,22,19,11,60,19,56,22,13,11,71,70,73,74,76,37,"26+2","26+2","26+2","24",27,27,27,"24","28+2","28+2","28+2","26+2","29+2","29+2","29+2","26+2","25+2","27+2","27+2","27+2","25+2","25+2","26+2","26+2","26+2","25+2","73+2","https://cdn.sofifa.net/players/243/952/22_120.png","https://cdn.sofifa.net/teams/243/60.png","https://cdn.sofifa.net/flags/es.png",NA,"https://cdn.sofifa.net/flags/ua.png"
1607,"Harry Maguire","ENG","DF","Manchester Utd","Premier League",29,1993,30,28,2515,27.9,0.04,0.82,0.36,43.5,0.04,0.1,11.9,0,0,0,47.3,54.2,87.3,1070.5,320.6,12.4,13.5,91.5,24.6,26.8,92,9.93,13.2,75.3,0,0.11,4.48,0.07,0,3.08,54.2,52.5,1.72,1.61,0,6.85,2.51,0.04,0,0,0,0,39.4,4.59,10.3,7.71,41.1,3.12,0.07,0.25,47.3,0.18,1.08,0.61,0.32,0.72,0.39,0.07,0.04,0.14,0.04,0.04,0.04,0.04,0,0,0,0,0,1.47,0.93,0.9,0.39,0.18,0.5,0.97,51.9,0.47,6.2,2.33,37.6,4.23,1.76,0.22,1.65,1.15,0,0.5,1.9,3.37,4.66,0,64.8,9.5,32.5,32.9,3.62,1.47,63.2,0.11,0.18,60,0.11,0,38.7,257.7,139.8,3.94,0.68,0,0.18,0.14,43,42.1,97.8,0.25,0.32,0.04,0.04,0.82,0.82,0.04,0.04,0.93,0,0,0.04,10.2,3.66,1.29,73.9,203263,"https://sofifa.com/player/203263/harry-maguire/220002","H. Maguire","CB",84,86,42500000,155000,28,1993-03-05,194,100,11,"Manchester United","English Premier League",1,"LCB",5,NA,2019-08-05,2024,14,"England",1318,"LCB",6,"Right",3,2,3,"High/High","Stocky (185+)","Yes",81800000,"#Aerial Threat, #Tactician, #Strength","Solid Player, Leadership, Long Passer (AI), Power Header",50,55,69,70,85,87,51,48,87,78,47,71,48,46,84,76,47,53,50,84,41,75,85,82,90,52,84,86,61,70,44,85,87,83,78,14,16,9,14,9,NA,"67+3","67+3","67+3","64",67,67,67,"64","69+3","69+3","69+3","68+3","76+3","76+3","76+3","68+3","74+3","82+3","82+3","82+3","74+3","76+3","84+2","84+2","84+2","76+3","21+3","https://cdn.sofifa.net/players/203/263/22_120.png","https://cdn.sofifa.net/teams/11/60.png","https://cdn.sofifa.net/flags/gb-eng.png","https://cdn.sofifa.net/teams/1318/60.png","https://cdn.sofifa.net/flags/gb-eng.png"
1608,"Riyad Mahrez","ALG","FW","Manchester City","Premier League",31,1991,28,15,1498,16.6,0.66,3.37,1.08,32.1,0.13,0.39,17.2,0.36,0.24,0.3,46.2,56,82.5,814.2,159.9,22.7,25.4,89.3,18,20.8,86.4,5.06,8.61,58.7,0.3,2.47,1.2,2.35,0.36,3.67,56,50.5,5.48,0.66,0.18,7.23,2.05,3.25,3.92,1.93,0.18,0.6,42.5,4.76,8.73,50.1,3.37,1.02,0.9,0.06,46.2,0.24,0.6,1.57,1.14,3.86,2.95,0.54,0.06,0.18,0.06,0.06,0.42,0.24,0.12,0,0.06,0,0,0.6,0.36,0.24,0.12,0.24,0.18,0.9,20,0.72,11.6,3.49,30.2,1.99,4.82,4.76,0.96,0.06,0,0.9,0.78,1.39,0.06,0,67.2,0.9,4.64,20.5,47,8.01,61.3,1.57,2.65,59.1,1.57,0,52.3,290.4,151.8,9.34,1.81,2.17,1.69,1.99,59,51.4,87.1,8.37,0,0,0,0.6,1.08,0.18,3.25,0.36,0,0,0,6.57,0.72,0.96,42.9,204485,"https://sofifa.com/player/204485/riyad-mahrez/220002","R. Mahrez","RW, RM",86,86,65500000,220000,30,1991-02-21,179,67,10,"Manchester City","English Premier League",1,"RW",26,NA,2018-07-10,2023,97,"Algeria",NA,NA,NA,"Left",4,5,3,"Medium/Medium","Unique","Yes",121200000,"#Dribbler, #Acrobat","Finesse Shot, Flair, Long Shot Taker (AI), Technical Dribbler (AI)",81,79,81,90,38,60,81,81,48,83,76,91,85,78,75,91,84,79,92,81,88,79,56,75,57,79,48,39,80,84,70,84,45,31,22,15,9,13,11,6,NA,"78+3","78+3","78+3","85",83,83,83,"85","85+1","85+1","85+1","84+2","78+3","78+3","78+3","84+2","64+3","61+3","61+3","61+3","64+3","58+3","48+3","48+3","48+3","58+3","18+3","https://cdn.sofifa.net/players/204/485/22_120.png","https://cdn.sofifa.net/teams/10/60.png","https://cdn.sofifa.net/flags/gb-eng.png",NA,"https://cdn.sofifa.net/flags/dz.png"
